7.125978928267845625e+00,5.288420773774735295e+00,5.894400597824509980e+00,9.078767689184962464e+00,8.093023451009177194e+00,5.612551905742328984e+00,6.658516833760897313e+00,6.293504388524661763e+00,8.677236155620958513e+00,6.459253221326449079e+00,9.887665493995001498e+00,4.847204479411656664e+00,9.843552254473047824e+00,8.567267824024913381e+00,6.599895986194073139e+00,5.900446038742821919e+00,6.568874810259490715e+00,3.779727439246163279e+00,5.916037379718430245e+00,5.647847505615669839e+00,6.804463728835981939e+00,8.638452994830240428e+00,4.221195640986858066e+00,8.096896534207360219e+00,4.871469489223378524e+00,6.485022838118221777e+00,3.772600916155420148e+00,6.288593543745682801e+00,4.888315664447888231e+00,8.126928197470766335e+00
3.618998200026677825e+00,2.393981953153927922e+00,1.253238537828800014e+00,1.900938421006659107e+00,3.008773283670393539e+00,2.215973203354811183e+00,2.528345256168076816e+00,2.297118057325080454e+00,1.985902096279836826e+00,2.745976812804435951e+00,2.695820181452135866e+00,2.723998083794659575e+00,2.270315262623579411e+00,2.683416640973470102e+00,3.096768501984087152e+00,2.605042086169983229e+00,3.668572463372195891e+00,1.759036066570655032e+00,2.841591589035831866e+00,2.521295023276030278e+00,3.034342174746829102e+00,3.193957733901167995e+00,2.509366446605062251e+00,2.316494562913032240e+00,3.062823487182003035e+00,1.956768400763593485e+00,2.609016104044520556e+00,2.805335109513437786e+00,2.630855574319014067e+00,2.628262729120811159e+00
3.875306200226057429e-01,3.857474453331201092e-01,4.661336607835340207e-01,5.617272632399983312e-01,6.071569982510465202e-01,5.855847242620898507e-01,5.617270520920618626e-01,4.759298849369767437e-01,5.913881040327295668e-01,4.467736493367674977e-01,4.351507085156610666e-01,6.425514253029595002e-01,3.960569600594133766e-01,5.258496672896180169e-01,5.010470519259768718e-01,3.037934299747570566e-01,3.157212044570871234e-01,5.663893818109030365e-01,3.130111202641638890e-01,4.538038296007759209e-01,5.889975816293848698e-01,4.262896862531579956e-01,6.253492385424186395e-01,2.394553555478975970e-01,5.415070071725055501e-01,5.262216309472204090e-01,5.725780885884277360e-01,5.392929333710214657e-01,4.439840685935695919e-01,5.063627352706520091e-01
3.565744142513612047e+00,4.311887422833227568e+00,4.508487685855042670e+00,3.925686041448215757e+00,3.962704855203794896e+00,4.236979799505597555e+00,2.947988694283566691e+00,4.626009298588332541e+00,3.809814071453315076e+00,4.166914682987375329e+00,3.921149834668621992e+00,3.129181140654861526e+00,3.338399708204415006e+00,4.042918110351246597e+00,3.384222316125438113e+00,2.755210511771730264e+00,3.922201691423031544e+00,4.264371147618320812e+00,4.451132935881241259e+00,3.781671558016836077e+00,4.345193299186100866e+00,3.935670105173780353e+00,4.796475024308887392e+00,3.049660076053931856e+00,3.425579952822599417e+00,4.340221174837751050e+00,4.813387572555785532e+00,2.793641022289675480e+00,4.263806474811876690e+00,4.638386107218414267e+00
2.502509248012786180e+00,3.320926936713855859e+00,3.539477455773807346e+00,3.378722123033736757e+00,2.703357976641950433e+00,2.204691022849799342e+00,3.006917019296694971e+00,3.807721439537837149e+00,2.502659938437943765e+00,3.220896680547283619e+00,3.418023595560182759e+00,3.287007545377961026e+00,2.762441587617050498e+00,2.415896404894503302e+00,2.601111600371499577e+00,3.314166167387768702e+00,3.645627965612961319e+00,2.685816032858804547e+00,2.581696079970857483e+00,3.025252869180692805e+00,3.758584481073073302e+00,2.839550637822287005e+00,2.815352011002461463e+00,3.268155455420193700e+00,3.954418826423083733e+00,3.610143930555249625e+00,2.897881770093101217e+00,3.395601999432592777e+00,3.574339726071022572e+00,2.288226828218990594e+00
1.384538370325020473e+00,1.147402123578124877e+00,1.817749468506183685e+00,1.549602208357482747e+00,2.257708494440839875e+00,1.663250293245894351e+00,1.358012948088023863e+00,1.843201732967696405e+00,1.647850429170008235e+00,1.270077185175343848e+00,1.254728958067006905e+00,1.311569886216090719e+00,1.227588491122741932e+00,1.238196760377693106e+00,2.101875198679297618e+00,1.691515662102393680e+00,1.238495960319360600e+00,1.613815532866483826e+00,1.436463985647044028e+00,1.498910680291920539e+00,1.097464928309672683e+00,1.283768034426970184e+00,1.873414022474492846e+00,1.404124684558975655e+00,1.426101318747934776e+00,1.514261903632821316e+00,1.094382965758126325e+00,1.557027099398460956e+00,1.747257278030978078e+00,1.323744600541622018e+00
7.890418901850391187e+00,6.882085961676515318e+00,8.942335486301940861e+00,7.790348098643749886e+00,8.005421570466170422e+00,8.688178010091343495e+00,6.426839305130123137e+00,7.658068380541068976e+00,6.260832065135421232e+00,9.302285359142425492e+00,7.818034655023767598e+00,5.928930923649224916e+00,7.005612014469864590e+00,6.176366921338507510e+00,5.862973227469641557e+00,8.058997770299658470e+00,5.784495010934484149e+00,4.344494855553834078e+00,5.963498784522596630e+00,5.504902573620696238e+00,4.827442405400900860e+00,7.433280204145248149e+00,7.575223896406924950e+00,6.499449980657768577e+00,5.167291088889251149e+00,6.902072275193799733e+00,7.901138626579519375e+00,7.632299883739285029e+00,7.009194903559163414e+00,6.301972076203499640e+00
1.667575745478004690e+00,1.662572189049860594e+00,1.212199887340064564e+00,1.928554414226856917e+00,2.033117314306825296e+00,1.323326858284726626e+00,1.365449722399213472e+00,1.136800968703772341e+00,1.716996712112805579e+00,1.941999993560143523e+00,1.951578469850859365e+00,9.426811060259111530e-01,1.368287811362704165e+00,1.171009254452177739e+00,1.050210120192434093e+00,1.745602797696723663e+00,1.626995703752221356e+00,1.433273905904207668e+00,1.411813777202444165e+00,1.701582464963016239e+00,1.664849096557452723e+00,1.552733003260991840e+00,1.622563233743246069e+00,1.241702086298030361e+00,1.868796481037318991e+00,1.761097970711753113e+00,1.187677541559615690e+00,1.140464016571816286e+00,1.684597785101916712e+00,1.638542456633677480e+00
3.808287935259490720e+00,1.407640821764177597e+00,5.022065771369216947e+00,4.296658844313433256e+00,3.770957283996640985e+00,3.390069216335253710e+00,3.692662189340292667e+00,3.553231342690364780e+00,5.292009866127283857e+00,4.478351506216291966e+00,3.866152419619147018e+00,6.625944237203763798e+00,4.053336642989593841e+00,4.342110556101228980e+00,3.184436039277612096e+00,5.031014905282950700e+00,3.479123627805731367e+00,4.202722312869441978e+00,3.521690295172202667e+00,3.756778186223558524e+00,3.931146193587129023e+00,3.399109453270028780e+00,3.161215613841160454e+00,5.904654738356520660e+00,4.350709240145685719e+00,3.724085677142317863e+00,4.276349326920946048e+00,4.198391917636850934e+00,2.247818725390684946e+00,4.701113911811615864e+00
2.344746372558997649e+00,3.495812144912567643e+00,2.946294159269433166e+00,2.373775225407722900e+00,2.702007502103620507e+00,3.164970768922089395e+00,2.370189113645154944e+00,3.774052756356906624e+00,2.719478308627210961e+00,3.186803018626274131e+00,2.996217291462688781e+00,3.185244279787815547e+00,3.580434403929058096e+00,3.680776941635019117e+00,2.728720723595830844e+00,3.186355659394799034e+00,3.513383968296224680e+00,2.228561895388039282e+00,3.007103738281478478e+00,2.330768297277454604e+00,2.837348427684234675e+00,2.113450308463902250e+00,2.641345369473871330e+00,2.545419316689069067e+00,2.425775459600796768e+00,2.547456403598971963e+00,3.462176952271751151e+00,3.281841173106547771e+00,3.559739030838640517e+00,3.920490592903058236e+00
